R_fighter,B_fighter,B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,R_Stance,B_Stance,BR_Stance,Win
Yuri Villefort,Sean Spencer,733,3,0,0,1,0,0,1,177.8,187.96,170,900,3,0,0,1,0,0,1,182.88,185.42,170,26,22,0,0,0,0
Pascal Krauss,Hyun Gyu Lim,540,2,0,1,0,1,1,0,190.5,195.58,170,900,9,0,1,0,1,2,1,185.42,,170,28,26,0,0,0,0
Court McGee,Robert Whittaker,770.5,6,1,2,0,2,2,0,182.88,185.42,185,881.3125,17,1,3,0,3,4,2,180.34,190.5,170,22,28,0,0,0,2
Kelvin Gastelum,Brian Melancon,299,1,0,1,0,1,1,0,172.72,,170,900,3,1,1,0,1,1,0,175.26,180.34,185,31,21,1,0,-1,2
Carlos Condit,Martin Kampmann,337.4185486,32,0,4,0,4,11,5,182.88,182.88,170,1059.984375,24,2,0,1,5,5,3,187.96,190.5,170,31,29,0,0,0,2
James Head,Jason High,485.5,4,0,0,2,0,0,2,172.72,185.42,155,418.25,8,0,0,1,2,2,2,185.42,185.42,170,31,29,0,1,1,0
Matt Brown,Mike Pyle,554.2626953,22,0,0,1,4,8,3,182.88,187.96,170,446.7420654,33,0,1,0,5,10,5,182.88,190.5,170,37,32,0,0,0,2
Sergio Moraes,Neil Magny,900,3,0,1,0,1,1,0,190.5,203.2,170,845,6,1,0,1,1,1,1,182.88,182.88,170,26,31,0,0,0,2
Robbie Lawler,Bobby Voelker,900,3,0,0,1,0,0,1,182.88,187.96,170,284.1015625,15,0,3,0,3,5,3,180.34,187.96,170,34,31,1,0,-1,2
Rory MacDonald,Jake Ellenberger,437.75,22,0,0,1,6,8,2,175.26,180.34,170,681.75,13,0,1,0,4,5,1,182.88,193.04,170,28,24,0,0,0,2
Mike Pierce,David Mitchell,900,9,0,0,2,1,1,2,182.88,190.5,170,752.3632813,31,0,1,0,3,8,3,172.72,180.34,170,33,32,0,0,0,2
Sean Pierson,Kenny Robertson,395.75,6,0,0,2,1,1,2,177.8,187.96,170,853.875,13,0,1,0,2,3,2,182.88,193.04,170,29,37,1,0,-1,2
Jake Shields,Tyron Woodley,36,1,0,1,0,1,1,0,175.26,187.96,170,831.625,15,1,1,0,1,2,3,182.88,182.88,170,31,34,0,0,0,2
Erick Silva,Jason High,900,3,0,0,1,0,0,1,172.72,185.42,155,526.875,6,0,1,0,1,2,2,182.88,187.96,170,31,28,0,1,1,2
Colton Smith,Robert Whittaker,900,3,1,1,0,1,1,0,182.88,185.42,185,900,3,1,1,0,1,1,0,182.88,180.34,155,22,25,0,0,0,0
Mike Pyle,Rick Story,352.6899414,30,0,0,1,6,8,4,175.26,180.34,170,208.5253906,19,0,0,1,3,7,3,182.88,187.96,170,28,37,0,1,1,2
Stephen Thompson,Nah-Shon Burrell,900,3,0,1,0,1,1,0,180.34,,170,576.5,4,0,1,0,1,1,1,182.88,190.5,170,23,30,0,0,0,2
Matt Brown,Jordan Mein,282,1,0,1,0,1,1,0,182.88,185.42,170,533.4841309,31,0,1,0,4,9,5,182.88,190.5,170,23,32,0,0,0,2
Papy Abedi,Besam Yousef,456,2,0,0,1,0,0,1,180.34,,170,242.5,2,0,0,2,0,0,2,180.34,,185,28,34,1,0,-1,2
Jake Ellenberger,Nate Marquardt,776.215332,32,1,4,0,4,10,4,182.88,187.96,185,695.5,21,0,0,1,6,7,2,175.26,180.34,170,33,27,0,0,0,2
Carlos Condit,Johny Hendricks,330.7675781,21,0,4,0,5,9,1,175.26,175.26,185,1219.96875,21,2,0,1,5,5,2,187.96,190.5,170,29,28,0,1,1,0
Georges St-Pierre,Nick Diaz,1126.26709,32,1,2,0,3,7,5,185.42,193.04,185,1488.278229,58,12,2,0,10,17,2,180.34,193.04,185,29,31,0,1,1,2
Dong Hyun Kim,Siyar Bahadurzada,42,1,0,1,0,1,1,0,180.34,185.42,170,641.0878906,26,0,2,0,3,7,3,187.96,193.04,170,28,31,1,0,-1,2
Court McGee,Josh Neer,209.880249,30,0,0,1,2,6,8,180.34,182.88,170,862.625,14,1,3,0,3,3,2,180.34,190.5,170,29,28,0,0,0,2
Josh Koscheck,Robbie Lawler,331.203125,14,0,3,0,3,4,3,180.34,187.96,170,846.7838764,47,1,2,0,5,15,6,177.8,185.42,170,30,35,0,1,1,0
Kenny Robertson,Brock Jardine,900,3,0,0,1,0,0,1,180.34,,170,614.5,5,0,0,2,0,0,2,177.8,187.96,170,27,29,0,0,0,2
Gunnar Nelson,Jorge Santiago,717.125,11,0,1,0,1,1,4,185.42,190.5,170,214,1,0,1,0,1,1,0,180.34,182.88,170,32,24,2,0,-2,2
Che Mills,Matthew Riddle,848.4257813,32,0,3,0,3,7,4,185.42,193.04,170,194,4,0,1,0,1,2,1,185.42,193.04,170,27,30,0,1,1,1
Jon Fitch,Demian Maia,312.5958862,34,1,5,0,5,11,4,185.42,182.88,170,678.9766083,47,1,8,0,8,14,3,182.88,187.96,170,35,34,0,1,1,0
Mike Stumpf,Pascal Krauss,900,6,0,1,0,1,1,1,185.42,,170,232,1,0,0,1,0,0,1,177.8,,170,25,26,3,0,-3,0
Simeon Thoresen,David Mitchell,900,6,0,0,2,0,0,2,182.88,190.5,170,353,3,0,1,0,1,1,1,185.42,200.66,170,33,28,0,0,0,0
TJ Waldburger,Nick Catone,777.375,16,0,1,0,2,3,3,182.88,182.88,185,554.9375,9,0,1,0,2,3,2,180.34,190.5,170,31,24,0,1,1,2
Mike Pyle,James Head,721.5,7,0,0,1,2,2,1,185.42,185.42,170,302.0507813,18,0,0,1,3,6,3,182.88,187.96,170,28,37,0,0,0,2
Mike Pierce,Seth Baczynski,472.25,11,0,0,1,4,4,1,190.5,190.5,170,604.7265625,28,0,1,0,3,7,3,172.72,180.34,170,31,32,0,0,0,2
BJ Penn,Rory MacDonald,463.5,10,0,1,0,3,4,1,182.88,193.04,170,855.9271326,62,11,3,0,3,12,9,175.26,177.8,155,23,33,0,0,0,0
Mike Swick,Matt Brown,615.9682617,29,0,1,0,3,8,5,182.88,190.5,170,466.5449219,26,0,5,0,5,10,3,185.42,195.58,170,31,33,0,0,0,0
Johny Hendricks,Martin Kampmann,628.8370972,31,0,4,0,4,11,4,182.88,182.88,170,615.5351563,20,0,4,0,4,8,1,175.26,175.26,185,30,29,1,0,-1,2
Georges St-Pierre,Carlos Condit,939.9375,16,1,0,1,5,5,1,187.96,190.5,170,1476.556458,53,11,2,0,9,16,2,180.34,193.04,185,28,31,0,0,0,2
Matthew Riddle,John Maguire,820,8,0,2,0,2,2,1,175.26,175.26,155,796.8515625,29,0,3,0,3,6,4,185.42,193.04,170,29,26,1,1,0,2
Dong Hyun Kim,Paulo Thiago,450.4140625,19,0,1,0,2,4,4,180.34,187.96,170,382.1757813,23,0,2,0,3,6,3,187.96,193.04,170,31,30,1,0,-1,2
Demian Maia,Rick Story,890.7597656,28,0,0,1,6,7,3,175.26,180.34,170,475.1917725,33,1,5,0,5,10,4,185.42,182.88,170,28,34,1,1,0,2
Jon Fitch,Erick Silva,153.75,3,0,1,0,1,2,1,182.88,187.96,170,457.9532166,44,1,8,0,8,13,3,182.88,187.96,170,28,34,0,0,0,2
Josh Neer,Justin Edwards,900,9,0,0,1,1,1,2,177.8,177.8,155,374.760498,29,0,0,1,2,6,7,180.34,182.88,170,29,29,0,0,0,0
Aaron Simpson,Mike Pierce,880.453125,26,0,1,0,3,6,3,172.72,180.34,170,894.6191406,26,0,3,0,3,7,3,182.88,185.42,170,32,38,0,0,0,0
Jake Ellenberger,Jay Hieron,383.5,4,0,0,2,0,0,2,182.88,190.5,170,491,18,0,0,1,6,6,2,175.26,180.34,170,36,27,0,0,0,2
Che Mills,Duane Ludwig,341.0625,14,0,2,0,2,4,4,177.8,177.8,170,240,3,0,1,0,1,1,1,185.42,193.04,170,34,30,0,0,0,2
Dan Hardy,Amir Sadollah,844.6679688,22,1,1,0,2,6,3,177.8,190.5,170,530.4414063,23,1,4,0,4,5,4,182.88,187.96,170,32,30,0,0,0,2
John Hathaway,John Maguire,740,5,0,2,0,2,2,0,175.26,175.26,155,890.25,19,0,4,0,4,6,1,185.42,190.5,170,29,25,0,1,1,2
Sean Pierson,Lance Benoist,900,6,0,1,0,1,1,1,180.34,182.88,170,807.75,10,0,1,0,1,2,2,182.88,193.04,170,24,36,1,1,0,2
Seth Baczynski,Simeon Thoresen,456,2,0,1,0,1,1,0,185.42,200.66,170,694.5,10,0,0,1,3,3,1,190.5,190.5,170,28,30,0,0,0,2
Kyle Noke,Charlie Brenneman,486.375,16,0,1,0,2,4,3,177.8,177.8,155,580.9375,9,0,3,0,3,3,2,185.42,193.04,170,31,32,1,0,-1,2
Mike Swick,DaMarques Johnson,422.8515625,13,1,0,1,2,4,4,185.42,190.5,170,553.0898438,24,0,5,0,5,9,3,185.42,195.58,170,30,33,0,0,0,2
Brian Ebersole,James Head,543,4,0,0,1,1,1,1,185.42,185.42,170,821,10,0,4,0,4,4,0,182.88,185.42,170,28,31,1,0,-1,0
Chris Clements,Matthew Riddle,871.703125,26,0,3,0,3,6,3,185.42,193.04,170,900,3,0,1,0,1,1,0,177.8,177.8,170,26,36,0,1,1,1
Aaron Simpson,Kenny Robertson,329,2,0,0,1,0,0,1,177.8,187.96,170,889.2382813,23,0,3,0,3,6,3,182.88,185.42,170,28,37,0,0,0,2
Dong Hyun Kim,Demian Maia,903.3835449,32,1,5,0,5,9,4,185.42,182.88,170,717.3515625,22,0,2,0,3,6,2,187.96,193.04,170,34,30,1,1,0,0
Brian Ebersole,TJ Waldburger,209.875,6,0,1,0,2,3,1,180.34,190.5,170,742,7,0,3,0,3,3,0,182.88,185.42,170,24,31,1,0,-1,2
Matt Brown,Luis Ramos,40,1,0,0,1,0,0,1,172.72,,170,671.9365234,27,0,1,0,3,7,5,182.88,190.5,170,31,31,0,0,0,2
Dan Miller,Ricardo Funch,368,6,0,0,3,0,0,3,177.8,187.96,170,864.7050781,25,0,3,0,3,5,5,185.42,187.96,185,31,30,0,1,1,2
Erick Silva,Charlie Brenneman,699.75,15,0,1,0,2,4,2,177.8,177.8,155,34.5,2,0,1,0,1,1,1,182.88,187.96,170,31,27,0,0,0,2
Mike Pyle,Josh Neer,453.5209961,28,0,0,1,2,6,6,180.34,182.88,170,308.1015625,17,0,0,1,3,5,3,182.88,187.96,170,29,36,0,0,0,2
Seth Baczynski,Lance Benoist,900,3,0,1,0,1,1,0,180.34,182.88,170,489,7,0,0,1,2,2,1,190.5,190.5,170,23,30,0,1,1,2
Mike Pierce,Carlos Eduardo Rocha,520.5,4,0,1,0,1,1,1,177.8,185.42,170,860.90625,23,0,1,0,3,5,3,172.72,180.34,170,30,31,0,0,0,2
Jake Hecht,Sean Pierson,715.5,7,0,1,0,1,1,2,182.88,193.04,170,212.5,3,0,1,0,1,1,1,182.88,185.42,170,36,28,0,1,1,0
Jake Ellenberger,Martin Kampmann,857.6741943,29,0,4,0,4,10,4,182.88,182.88,170,582,16,0,0,1,6,6,1,175.26,180.34,170,30,27,0,0,0,0
Dan Hardy,Duane Ludwig,451.125,13,0,2,0,2,4,3,177.8,177.8,170,829.8828125,22,1,4,0,4,4,4,182.88,187.96,170,33,30,0,0,0,2
Amir Sadollah,Jorge Lopez,900,3,0,0,1,0,0,1,177.8,,170,789.3359375,19,1,1,0,2,5,3,177.8,190.5,170,23,31,0,0,0,2
John Hathaway,Pascal Krauss,900,3,0,1,0,1,1,0,185.42,,170,880.5,16,0,4,0,4,5,1,185.42,190.5,170,25,24,0,0,0,2
Josh Koscheck,Johny Hendricks,331.0703125,17,0,4,0,4,7,1,175.26,175.26,185,793.5677528,44,1,2,0,5,15,5,177.8,185.42,170,28,34,0,1,1,0
Matt Brown,Stephen Thompson,253,1,0,1,0,1,1,0,182.88,190.5,170,443.8730469,24,0,1,0,3,6,5,182.88,190.5,170,29,31,0,0,0,2
Rory MacDonald,Che Mills,40,1,0,1,0,1,1,0,185.42,193.04,170,487,8,0,1,0,2,3,1,182.88,193.04,170,29,22,0,0,0,2
DaMarques Johnson,John Maguire,900,3,0,1,0,1,1,0,175.26,175.26,155,265.703125,11,1,0,1,2,4,3,185.42,190.5,170,28,29,0,1,1,0
Papy Abedi,James Head,813,3,0,0,1,0,0,1,185.42,185.42,170,212,1,0,0,1,0,0,1,180.34,,185,28,33,1,0,-1,0
Thiago Alves,Martin Kampmann,863.3483887,26,0,4,0,4,9,4,182.88,182.88,170,566.9880371,37,1,0,1,7,11,5,175.26,177.8,170,29,28,0,0,0,0
TJ Waldburger,Jake Hecht,370,2,0,1,0,1,1,0,182.88,185.42,170,364.75,5,0,1,0,1,2,1,180.34,190.5,170,28,23,0,0,0,2
Yoshihiro Akiyama,Jake Shields,626.5,9,1,1,0,1,1,2,182.88,182.88,170,503.5,10,0,1,0,1,1,3,177.8,190.5,170,33,36,0,0,0,0
Diego Sanchez,Jake Ellenberger,264,13,0,0,1,5,5,1,175.26,180.34,170,925.3130188,43,2,6,0,6,12,4,177.8,182.88,170,26,30,1,0,-1,0
Josh Koscheck,Mike Pierce,821.8125,20,0,1,0,3,5,2,172.72,180.34,170,687.1355057,41,1,2,0,5,14,5,177.8,185.42,170,31,34,0,0,0,2
Matt Brown,Chris Cope,470,4,0,1,0,1,1,1,182.88,182.88,170,508.7460938,22,0,1,0,3,5,5,182.88,190.5,170,28,31,0,0,0,2
Nick Diaz,Carlos Condit,379.875,11,0,0,1,4,4,1,187.96,190.5,170,752.5341797,27,0,2,0,3,7,4,185.42,193.04,185,27,28,1,0,-1,0
Charlie Brenneman,Daniel Roberts,739.59375,12,0,0,1,3,3,3,177.8,187.96,170,499.5,12,0,1,0,2,3,2,177.8,177.8,155,31,30,0,1,1,2
Duane Ludwig,Josh Neer,723.0419922,27,0,0,1,2,5,6,180.34,182.88,170,718.25,12,0,2,0,2,4,2,177.8,177.8,170,28,33,0,0,0,0
Ricardo Funch,Mike Pyle,534.203125,16,0,0,1,3,4,3,182.88,187.96,170,654,5,0,0,2,0,0,2,177.8,187.96,170,36,31,1,0,-1,0
Jon Fitch,Johny Hendricks,650.140625,16,0,4,0,4,6,1,175.26,175.26,185,903.9064331,43,1,8,0,8,13,2,182.88,187.96,170,28,33,0,1,1,0
Dong Hyun Kim,Sean Pierson,531,4,0,1,0,1,1,1,182.88,193.04,170,534.703125,19,0,2,0,3,5,2,187.96,193.04,170,35,30,1,1,0,2
Claude Patrick,Brian Ebersole,584,4,0,2,0,2,2,0,182.88,185.42,170,777,8,0,3,0,3,3,0,180.34,190.5,170,31,31,0,1,1,0
Rick Story,Martin Kampmann,826.6967773,23,0,4,0,4,8,4,182.88,182.88,170,863.0390625,22,0,0,1,6,6,2,175.26,180.34,170,29,27,1,0,-1,0
Matt Brown,Seth Baczynski,636,5,0,0,1,1,1,1,190.5,190.5,170,675.4921875,20,0,1,0,3,5,4,182.88,190.5,170,30,30,0,0,0,0
DaMarques Johnson,Clay Harvison,636,5,0,1,0,1,1,1,185.42,187.96,170,437.40625,10,1,0,1,2,3,3,185.42,190.5,170,31,29,0,0,0,2
Mike Pierce,Paul Bradley,900,3,0,0,1,0,0,1,175.26,,170,743.625,17,0,1,0,3,4,2,172.72,180.34,170,28,31,0,0,0,2
BJ Penn,Nick Diaz,605.0683594,24,0,2,0,2,6,4,185.42,193.04,185,811.8542652,59,11,3,0,3,12,8,175.26,177.8,155,28,32,0,1,1,0
Anthony Johnson,Charlie Brenneman,830,11,0,1,0,2,3,1,177.8,177.8,155,654.015625,17,0,1,0,3,6,3,187.96,198.12,205,30,27,0,0,0,2
Josh Neer,Keith Wisniewski,900,3,0,0,1,0,0,1,182.88,,170,846.0839844,25,0,0,1,2,4,6,180.34,182.88,170,29,28,0,0,0,2
Matt Hughes,Josh Koscheck,1075.271011,40,1,2,0,5,13,5,177.8,185.42,170,256.8092921,50,12,2,0,6,18,6,175.26,185.42,170,33,37,2,0,-2,0
Jake Shields,Jake Ellenberger,475,12,0,0,1,4,4,1,175.26,180.34,170,1200,8,1,1,0,1,1,1,182.88,182.88,170,26,32,0,0,0,0
Clay Harvison,Seth Baczynski,900,3,0,0,1,0,0,1,190.5,190.5,170,900,3,0,1,0,1,1,0,185.42,187.96,170,29,30,0,0,0,0
Paulo Thiago,David Mitchell,900,3,0,0,1,0,0,1,182.88,190.5,170,817.65625,15,0,1,0,2,3,3,180.34,187.96,170,31,30,0,0,0,2
Amir Sadollah,Duane Ludwig,536.5,9,0,2,0,2,3,2,177.8,177.8,170,678.671875,16,1,1,0,2,5,2,177.8,190.5,170,33,30,0,0,0,0
Dan Hardy,Chris Lytle,787.9105148,45,1,0,2,4,9,10,180.34,172.72,170,803.765625,19,1,4,0,4,4,3,182.88,187.96,170,36,29,0,0,0,0
Dennis Hallman,Brian Ebersole,900,3,0,1,0,1,1,0,182.88,185.42,170,478.34375,17,1,1,0,2,3,4,175.26,182.88,155,30,35,0,1,1,0
Rory MacDonald,Mike Pyle,834.40625,15,0,0,1,3,4,2,182.88,187.96,170,740,7,0,1,0,1,2,1,182.88,193.04,170,35,22,0,0,0,2
Johny Hendricks,Mike Pierce,587.25,14,0,1,0,3,4,1,172.72,180.34,170,400.28125,13,0,4,0,4,5,1,175.26,175.26,185,30,27,1,0,-1,2
Carlos Condit,Dong Hyun Kim,891.40625,18,0,2,0,3,5,1,187.96,193.04,170,581.75,10,0,0,1,3,3,1,187.96,190.5,170,29,27,0,1,1,2
Daniel Roberts,Rich Attonito,816.25,8,0,2,0,2,2,1,177.8,182.88,170,579.1875,9,0,0,1,3,3,2,177.8,187.96,170,34,30,1,0,-1,0
Matt Brown,John Howard,762.5625,16,0,4,0,4,4,2,170.18,182.88,170,450.984375,17,0,1,0,3,4,4,182.88,190.5,170,28,30,0,0,0,2
Charlie Brenneman,Rick Story,826.078125,19,0,0,1,6,6,1,175.26,180.34,170,760,8,0,1,0,1,2,1,177.8,177.8,155,26,30,0,1,1,2
Thiago Alves,Rick Story,752.15625,16,0,0,1,5,5,1,175.26,180.34,170,943.9521484,33,1,0,1,7,10,4,175.26,177.8,170,26,27,0,1,1,0
Jake Ellenberger,Sean Pierson,900,3,0,1,0,1,1,0,182.88,193.04,170,788,11,0,0,1,3,3,1,175.26,180.34,170,35,26,0,1,1,2
Georges St-Pierre,Jake Shields,900,3,0,1,0,1,1,0,182.88,182.88,170,1453.112915,48,10,2,0,8,15,2,180.34,193.04,185,32,29,0,0,0,2
Daniel Roberts,Claude Patrick,654,5,0,2,0,2,2,0,180.34,190.5,170,258.375,6,0,0,1,3,3,1,177.8,187.96,170,30,30,1,0,-1,0
Nate Diaz,Rory MacDonald,580,4,0,1,0,1,1,1,182.88,193.04,170,777.2070313,27,1,5,0,5,8,4,182.88,193.04,170,21,26,1,0,-1,0
DaMarques Johnson,Amir Sadollah,850.34375,14,1,1,0,2,4,2,177.8,190.5,170,367.8125,8,1,0,1,2,3,2,185.42,190.5,170,30,28,0,0,0,0
Anthony Johnson,Dan Hardy,707.53125,16,1,4,0,4,4,2,182.88,187.96,170,408.03125,14,0,1,0,3,5,3,187.96,198.12,205,28,27,0,0,0,2
John Hathaway,Kris McCray,331,3,1,0,2,0,0,2,182.88,193.04,170,861,13,0,4,0,4,4,1,185.42,190.5,170,29,23,0,0,0,2
Johny Hendricks,TJ Waldburger,900,3,0,1,0,1,1,0,180.34,190.5,170,705.5625,12,0,4,0,4,4,1,175.26,175.26,185,22,27,1,0,-1,2
Ricardo Almeida,Mike Pyle,768.8125,12,0,0,1,2,3,2,182.88,187.96,170,665.2753906,22,0,0,1,3,6,4,182.88,187.96,170,35,34,0,0,0,0
Diego Sanchez,Martin Kampmann,753.3935547,20,0,4,0,4,8,3,182.88,182.88,170,950.6260376,40,2,6,0,6,11,4,177.8,182.88,170,28,29,1,0,-1,2
BJ Penn,Jon Fitch,907.8128662,40,1,8,0,8,13,1,182.88,187.96,170,723.7085304,56,11,3,0,3,12,7,175.26,177.8,155,33,32,0,0,0,1
Jake Ellenberger,Carlos Eduardo Rocha,141,1,0,1,0,1,1,0,177.8,185.42,170,676,8,0,0,1,2,2,1,175.26,180.34,170,29,25,0,0,0,2
DaMarques Johnson,Mike Guymon,328.25,5,0,0,1,1,1,2,182.88,187.96,170,533.625,7,1,0,1,2,2,2,185.42,190.5,170,36,28,0,0,0,2
Charlie Brenneman,Amilcar Alves,791,3,0,0,1,0,0,1,182.88,,170,620,5,0,1,0,1,1,1,177.8,177.8,155,22,29,0,1,1,2
Nate Diaz,Dong Hyun Kim,882.8125,15,0,2,0,2,4,1,187.96,193.04,170,654.4140625,24,1,5,0,5,8,3,182.88,193.04,170,29,25,1,1,0,0
Daniel Roberts,Greg Soto,795,6,0,0,1,1,1,1,180.34,185.42,170,291.75,5,0,0,1,2,2,1,177.8,187.96,170,24,30,1,0,-1,2
Thiago Alves,John Howard,625.125,13,0,4,0,4,4,1,170.18,182.88,170,987.9042969,30,1,0,1,7,9,4,175.26,177.8,170,27,27,0,0,0,2
Georges St-Pierre,Josh Koscheck,650.5420227,35,0,2,0,5,13,4,177.8,185.42,170,1406.22583,43,9,2,0,7,14,2,180.34,193.04,185,33,29,0,0,0,2
TJ Grant,Ricardo Almeida,430.5507813,19,0,0,1,3,5,4,182.88,187.96,170,824.625,13,0,1,0,1,3,2,177.8,182.88,155,34,26,0,0,0,0
Johny Hendricks,Rick Story,604.3125,13,0,0,1,4,4,1,175.26,180.34,170,511.125,9,0,4,0,4,4,0,175.26,175.26,185,26,27,1,1,0,0
Karo Parisyan,Dennis Hallman,849.6875,16,1,1,0,1,2,4,175.26,182.88,155,750.8613281,31,0,1,0,4,8,4,177.8,182.88,170,34,28,0,0,0,0
Matt Brown,Brian Foster,168,6,0,0,1,1,2,2,175.26,180.34,170,470.96875,15,0,1,0,3,4,3,182.88,190.5,170,26,29,0,0,0,0
Matt Hughes,BJ Penn,1426.417061,55,11,3,0,3,11,7,175.26,177.8,155,492.6185842,49,12,2,0,6,18,5,175.26,185.42,170,31,37,2,0,-2,0
Amir Sadollah,Peter Sobotta,900,6,0,0,2,0,0,2,182.88,190.5,170,800.6875,11,1,1,0,2,3,2,177.8,190.5,170,23,30,0,1,1,2
Duane Ludwig,Nick Osipczak,806.625,10,0,2,0,2,2,2,187.96,193.04,170,173,6,0,2,0,2,2,2,177.8,177.8,170,25,32,0,0,0,2
Mike Guymon,Daniel Roberts,510.5,4,0,0,1,1,1,1,177.8,187.96,170,583.5,4,0,0,1,1,1,1,182.88,187.96,170,30,36,0,1,1,0
Diego Sanchez,Paulo Thiago,735.3125,12,0,1,0,2,3,2,180.34,187.96,170,1001.252075,37,2,6,0,6,10,4,177.8,182.88,170,29,28,1,0,-1,2
John Hathaway,Mike Pyle,637.625,9,0,0,1,1,2,2,182.88,187.96,170,822,10,0,4,0,4,4,0,185.42,190.5,170,35,23,0,0,0,0
Dan Hardy,Carlos Condit,896.5,9,0,0,1,2,2,1,187.96,190.5,170,1148.0625,15,1,4,0,4,4,1,182.88,187.96,170,26,28,0,0,0,0
James Wilks,Claude Patrick,408,2,0,1,0,1,1,0,180.34,190.5,170,710.25,7,1,1,0,1,2,1,185.42,190.5,170,30,32,0,0,0,0
Matt Serra,Chris Lytle,451.6420593,39,1,0,2,3,8,9,180.34,172.72,170,438.3327637,32,3,0,1,2,7,6,167.64,172.72,170,36,36,0,0,0,0
TJ Grant,Julio Paulino,900,3,0,0,1,0,0,1,182.88,,170,749.25,10,0,1,0,1,2,2,177.8,182.88,155,34,26,0,0,0,2
Brian Foster,Forrest Petz,881.1875,16,0,1,0,1,2,4,175.26,180.34,170,269,5,0,0,1,1,1,2,175.26,180.34,170,34,26,0,0,0,2
Nate Diaz,Marcus Davis,441.670166,25,0,0,1,6,9,4,177.8,177.8,170,466.828125,21,1,5,0,5,7,3,182.88,193.04,170,37,25,1,1,0,2
Nick Osipczak,Greg Soto,690,3,0,0,1,0,0,1,180.34,185.42,170,713.25,7,0,2,0,2,2,1,187.96,193.04,170,24,25,0,0,0,0
Jon Fitch,Thiago Alves,1075.808594,27,1,0,1,7,9,3,175.26,177.8,170,915.6257324,37,1,8,0,8,12,1,182.88,187.96,170,26,32,0,0,0,2
Matt Hughes,Ricardo Almeida,666.1015625,18,0,0,1,3,5,3,182.88,187.96,170,790.2371683,48,12,2,0,6,17,5,175.26,185.42,170,33,36,2,0,-2,2
Johny Hendricks,Charlie Brenneman,900,3,0,1,0,1,1,0,177.8,177.8,155,682.25,7,0,3,0,3,3,0,175.26,175.26,185,29,26,1,0,-1,2
Dustin Hazelett,Rick Story,833.625,11,0,0,1,3,3,1,175.26,180.34,170,242.8671875,12,0,0,1,3,5,3,185.42,193.04,170,25,24,0,1,1,0
Ben Saunders,Dennis Hallman,799.375,13,1,1,0,1,1,4,175.26,182.88,155,615.8125,12,0,3,0,3,4,2,187.96,195.58,170,34,27,0,0,0,0
DaMarques Johnson,Matthew Riddle,778.25,15,0,3,0,3,4,1,185.42,193.04,170,498.25,5,1,0,1,2,2,1,185.42,190.5,170,24,28,0,1,1,0
John Howard,Jake Ellenberger,611,5,0,0,1,1,1,1,175.26,180.34,170,509.25,10,0,4,0,4,4,0,170.18,182.88,170,25,27,0,0,0,0
Chris Lytle,Matt Brown,519.9375,13,0,1,0,3,4,2,182.88,190.5,170,481.2841187,37,1,0,2,2,7,9,180.34,172.72,170,29,35,0,0,0,2
Forrest Petz,Daniel Roberts,121,1,0,0,1,0,0,1,177.8,187.96,170,862.375,13,0,1,0,1,2,3,175.26,180.34,170,29,34,0,1,1,0
Paulo Thiago,Martin Kampmann,313.5742188,14,0,4,0,4,7,2,182.88,182.88,170,570.625,9,0,1,0,2,3,1,180.34,187.96,170,28,29,0,0,0,0
Carlos Condit,Rory MacDonald,267,1,0,1,0,1,1,0,182.88,193.04,170,900,6,0,0,1,1,1,1,187.96,190.5,170,20,26,0,0,0,2
James Wilks,Peter Sobotta,900,3,0,0,1,0,0,1,182.88,190.5,170,520.5,4,1,1,0,1,1,1,185.42,190.5,170,23,32,0,1,1,2
Mike Pyle,Jesse Lennox,858.5,6,0,1,0,1,1,1,175.26,182.88,170,391.25,6,0,0,1,1,1,2,182.88,187.96,170,28,34,0,0,0,2
Diego Sanchez,John Hathaway,744,7,0,3,0,3,3,0,185.42,190.5,170,1102.50415,34,2,6,0,6,10,3,177.8,182.88,170,22,28,1,0,-1,0
Amir Sadollah,Dong Hyun Kim,865.625,12,0,2,0,2,3,1,187.96,193.04,170,701.375,8,1,1,0,2,3,1,177.8,190.5,170,28,29,0,1,1,0
Marcus Davis,Jonathan Goulet,190.2421875,13,0,1,0,2,4,4,182.88,185.42,170,500.340332,23,0,0,1,6,8,4,177.8,177.8,170,30,36,1,0,-1,2
Josh Koscheck,Paul Daley,147.5,2,0,2,0,2,2,0,175.26,193.04,170,401.0840454,32,0,2,0,5,12,4,177.8,185.42,170,27,32,0,0,0,2
TJ Grant,Johny Hendricks,464.5,4,0,2,0,2,2,0,175.26,175.26,185,598.5,7,0,1,0,1,2,1,177.8,182.88,155,26,26,0,1,1,0
Yoshiyuki Yoshida,Mike Guymon,267,1,0,0,1,0,0,1,182.88,187.96,170,80.375,4,0,1,0,1,2,2,180.34,177.8,170,35,35,1,0,-1,0
Nick Osipczak,Rick Story,767.25,8,0,0,1,2,2,1,175.26,180.34,170,526.5,4,0,2,0,2,2,0,187.96,193.04,170,25,25,0,1,1,0
